OECOL	OECOLOGY
LIST	LISTOK
LIT	LITERACY
LIT	LITERAR
LITHOPR	LITHOPRINTER
LITHOSTRATIGR	LITHOSTRATIGRAPHY
LITHOTR	LITHOTRIPSY
LITIG	LITIGATION
LITIG	LITIGATOR
LITURG	LITURG
LIVEST	LIVESTOCK
LIVERP	LIVERPOOL
LIVEST	LIVESTOCK
LOAD	LOADING
LOBBY	LOBBYIST
LOCAL	LOCALLY
LOCAT	LOCATION
LOCKSMITH	LOCKSMITH
LODG	LODG
LOGB	LOGBOOK
LOG	LOGIC
LOG	LOGICAL
LOGIST	LOGISTIC
LOGOP	LOGOPAEDI
LOGOTHER	LOGOTHERAP
LOND	LONDON
LONG	LONGEST
LONGEV	LONGEVITY
LONGITUD	LONGITUDINAL
LOOK	LOOKING
LOS ANGEL	LOS ANGELES
LOUGHB	LOUGHBOROUGH
LA	LOUISIANA
LOW	LOWER
LOWGR	LOWGROUND
LOWL	LOWLAND
LOYAL	LOYAL
LUBR	LUBRICANT
LUBR	LUBRICAT
LUGG	LUGGAGE
LUMBERM	LUMBERMAN
LUMBERY	LUMBERYARD
LUMIN	LUMINESCEN
LUMIN	LUMINOUS
LUS	LUSATIAN
LUTHER	LUTHERANER
LUX	LUXUR
LYNNW	LYNNWOOD
LYR	LYRIC
MACH	MACHIN
MACROCYCL	MACROCYCLIC
MACROECON	MACROECONOM
MACROMOL	MACROMOLECUL
MACRONUTR	MACRONUTRIENT
MACROPRUDENT	MACROPRUDENT
MACROSC	MACROSCOP
MAG	MAGAZIN
MAGIC	MAGICAL
MAGNETOELECTRON	MAGNETOELECTRONI
MAGNETORHEOL	MAGNETORHEOLOGY
MAGNETOS	MAGNETOSPHER
MAGNIFY	MAGNIFY
MAHOG	MAHOGANY
MAID	MAIDUGURI
MAIL	MAIL
MAILB	MAILBOX
MAINL	MAINLAND
MAINT	MAINTAIN
MAINTAINAB	MAINTAINABILITY
MAJOR	MAJORIT
MAK	MAKER
MAK	MAKING
MALACOL	MALACOLOGY
MALADJUST	MALADJUSTED
MALAR	MALARIA
MALAY	MALAYAN
MALAYS	MALAYSIA
MALES	MALESIAN
MALFORM	MALFORMATION
MALFUNCT	MALFUNCTION
MALIG	MALIGNAN
MALPRACT	MALPRACTICE
MALT	MALTESE
MALT	MALTING
MAMILL	MAMILLARIA
MAMMAL	MAMMALOGY
MAMM	MAMMALS
MAMMOGR	MAMMOGRAPHY
MANCH	MANCHESTER
MANDAT	MANDATORY
MANDOL	MANDOLIN
MANGL	MANGL
MANICH	MANICHEAN
MANIF	MANIFESTO
MANIL	MANILANA
MANIP	MANIPUL
MANIT	MANITOBA
MANK	MANKIND
MANOR	MANORIAL
MANPOW	MANPOWER
MAN	MANUAL
MANUF	MANUFACTOR
MANUF	MANUFACTUR
MANUSCR	MANUSCRIPT
MAPP	MAPPING
MARIC	MARICULT
MAR	MARINE
MARITAL	MARITAL
MARIT	MARITIME
MARK	MARKET
MARKETB	MARKETBOOK
MARKETLETT	MARKETLETTER
MARKETM	MARKETMAN
MARKETPL	MARKETPLACE
MARLBGH	MARLBOROUGH
MARRICKV	MARRICKVILLE
MARSHALLT	MARSHALLTOWN
MARYBGH	MARYBOROUGH
MD	MARYLAND
MASON	MASONRY
MASS	MASSACHUSETTS
MASTERCL	MASTERCLASS
MATCHB	MATCHBOX
MATER	MATERIALS
MATER	MATERIEL
MATH	MATHEMAT
MATHW	MATHWARE
MATUR	MATUR
MAURIT	MAURITIUS
MAUSOL	MAUSOLEUM
MAXILLOFAC	MAXILLOFACIAL
MAXILLOFAC	MAXILLOFACIAL
MEAND	MEANDER
MEAN	MEANING
MEAS	MEASUR
MECH	MECHANI
MECHANOBIOL	MECHANOBIOLOGY
MECHAOPTOELECTRON	MECHAOPTOELECTRON
MECHATRON	MECHATRONIC
MED	MEDECIN
MEDIAT	MEDIAT
MED	MEDICAL
MEDICAT	MEDICAT
MEDIEV	MEDIEV
MEDIOTECH	MEDIOTECHNICA
MEDITERR	MEDITERRANE
MEDLIN	MEDLIN
MEET	MEETING
MELD	MELDING
MELIOR	MELIORATI
MEMB	MEMBER
MEMBSH	MEMBERSHIP
MEMBR	MEMBRAN
MEM	MEMENTO
MEMET	MEMETICS
MEM	MEMOIR
MEMORAB	MEMORAB
MEMO	MEMORAND
MEML	MEMORIAL
MEM	MEMORY
MENNON	MENNONIT
MENS	MENSUAL
MENSW	MENSWEAR
MENT	MENTAL
MENTOR	MENTORING
MERC	MERCANTIL
MERCH	MERCHANDIS
MERCH	MERCHANT
MERSEYS	MERSEYSIDE
MESOAM	MESOAMERICA
MESOMECH	MESOMECHANI
MESOP	MESOPOTAMIA
MESOS	MESOSPHER
MESOZ	MESOZOIC
MESSEMAG	MESSEMAGAZINE
METAB	METABOLE
METALLOCERAM	METALLOCERAM
METALLOGR	METALLOGRAPHY
METALLORG	METALLORGANIC
METALWORK	METALWORKER
METALWORK	METALWORKING
METAMORPH	METAMORPH
METAPHOR	METAPHOR
METAPHYS	METAPHYSI
METEOR	METEORITE
METEORIT	METEORITIC
METHAD	METHADONE
METHODOL	METHODOLOGY
METR	METRIC
METROECON	METROECONOM
MICH	MICHIGAN
MICROANAL	MICROANALYS
MICROANAL	MICROANALYT
MICROANAT	MICROANATOM
MICROAUTORADIOGR	MICROAUTORADIOGRAPHY
MICROB	MICROBIAL
MICROBIOL	MICROBIOLOGY
MICROCALORIM	MICROCALORIMETR
MICROCARDIOGR	MICROCARDIOGRAPHY
MICROCHEM	MICROCHEM
MICROCIRC	MICROCIRCULAT
MICROCLIM	MICROCLIMAT
MICROCOMPON	MICROCOMPONENT
MICROCOMPUT	MICROCOMPUT
MICROCRYST	MICROCRYSTAL
MICRODENSITOM	MICRODENSITOMETR
MICRODOSIM	MICRODOSIMETR
MICROECON	MICROECONOMIC
MICROELECTRON	MICROELECTRONI
MICROENCAPSUL	MICROENCAPSULATION
MICROENVIRON	MICROENVIRONMENT
MICROFABR	MICROFABRICAT
MICROFLUID	MICROFLUID
MICROGR	MICROGRAPHY
MICROHETEROG	MICROHETEROGEN
MICROINSTRUM	MICROINSTRUMENT
MICROINVERTEBR	MICROINVERTEBRATE
MICROLITHOGR	MICROLITHOGRAPHY
MICROMACH	MICROMACHINING
MICROMINIAT	MICROMINIATURIZATION
MICROMORPHOL	MICROMORPHOLOGY
MICRONES	MICRONESIA
MICRONEUROSURG	MICRONEUROSURG
MICRONUTR	MICRONUTRIENT
MICROORG	MICROORGANISM
MICROPALEONTOL	MICROPALEONTOLOGY
MICROPHOTOM	MICROPHOTOMETR
MICROPHYS	MICROPHYSIC
MICROPROCESS	MICROPROCESS
MICROPROF	MICROPROFESSIONAL
MICROPROGR	MICROPROGRAMM
MICROPROPAG	MICROPROPAGATION
MICROPROPULS	MICROPROPULS
MICROPUBL	MICROPUBLISH
MICRORADIOGR	MICRORADIOGRAPHY
MICROREACT	MICROREACTION
MICROSC	MICROSCOP
MICROSENS	MICROSENSOR
MICROSOC	MICROSOCIAL
MICROSPECTROSC	MICROSPECTROSCOP
MICROSTRUCT	MICROSTRUCTUR
MICROSURG	MICROSURG
MICROSYMP	MICROSYMPOSI
MICROSYST	MICROSYSTEM
MICROTECH	MICROTECHNI
MICROVASC	MICROVASCUL
MICROWAV	MICROWAVABLE
MICROW	MICROWAVE
MICROZONAT	MICROZONATION
MIDATL	MIDATLANTIC
MIDCENT	MIDCENTRAL
MIDCONT	MIDCONTINENT
MIDDLESB	MIDDLESBROUGH
MIDDX	MIDDLESEX
MIDDLET	MIDDLETON
MIDDLET	MIDDLETOWN
MIDDLEW	MIDDLEWARE
MIDEAST	MIDEAST
MIDG	MIDGET
MIDL	MIDLAND
MIDNORTH	MIDNORTH
MIDWEST	MIDWESTERN
MIGHT	MIGHTIER
MIGR	MIGRANT
MIGR	MIGRATION
MIGR	MIGRATORY
MILEST	MILESTONE
MILIT	MILITANT
MIL	MILITAR
MILK	MILKING
MILLENN	MILLENNI
MILL	MILLER
MILLIM	MILLIMETER
MILLION	MILLIONAIRE
MILLT	MILLTOWN
MINC	MINCED
MIN	MINER
MINEROL	MINEROLOGY
MINEWORK	MINEWORKER
MINIAT	MINIATURIST
MINICOMPUT	MINICOMPUTER
MINICONF	MINICONFEREN
MINIM	MINIMALLY
MINIM	MINIMUM
MIN	MINING
MINIST	MINISTER
MINISYMP	MINISYMPOS
MINNEAP	MINNEAPOLIS
MINN	MINNESOTA
MISCARR	MISCARRIAGE
MISC	MISCELLAN
MISDEMEAN	MISDEMEANANT
MISSIOL	MISSIOLOGICAL
MISS	MISSISSIPPI
MO	MISSOURI
MITCHELLV	MITCHELLVILLE
MITIG	MITIGATION
MIX	MIX
MNEMON	MNEMONIC
MOB	MOBILE
MOBIL	MOBILITY
MODEL	MODEL
MODEL	MODELISATION
MODEL	MODELL
MOD	MODERN
MODUL	MODUL
MOLD	MOLDAV
MOL	MOLECUL
MOLINOL	MOLINOLOGY
MOLLUSCIC	MOLLUSCICIDE
MOLYBD	MOLYBDENIUM
MONAGRIC	MONAGRICULTURAL
MONCT	MONCTON
MOND	MONDIAL
MONEYLEND	MONEYLENDER
MONEYMAK	MONEYMAK
MONG	MONGOLIA
MONIT	MONITOR
MONKEYSH	MONKEYSHINE
MONMOUTHS	MONMOUTHSHIRE
MONOCLON	MONOCLONAL
MONOENERG	MONOENERGETIC
MONOGR	MONOGRAPHY
MONOMOL	MONOMOLECUL
MONONUCL	MONONUCLEAR
MONOSACCH	MONOSACCHARIDE
MONT	MONTANA
MON	MONTH
MONTPEL	MONTPELIER
MONTR	MONTREAL
MONTSERRAT	MONTSERRAT
MONUM	MONUMENT
MOORL	MOORLAND
MORAL	MORALITY
MORAT	MORATORIUM
MORGANT	MORGANTOWN
MOROC	MOROCC
MORPHOG	MORPHOGEN
MORPHOL	MORPHOLOGY
MORRINSV	MORRINSVILLE
MORTAL	MORTALITY
MORTG	MORTGAGE
MORTU	MORTU
MOSC	MOSCOW
MOTHER	MOTHERHOOD
MOTIL	MOTILITY
MOTOCR	MOTOCROSS
MOT	MOTOR
MOTORBOAT	MOTORBOAT
MOTORCYCL	MOTORCYCLIST
MOTORH	MOTORHOME
MOTORMAK	MOTORMAK
MOTORW	MOTORWAY
MOT	MOTRIC
MOULD	MOULD
MT	MOUNT
MT	MOUNTAIN
MOV	MOVEMENT
MOV	MOVER
MOV	MOVING
MOZAMB	MOZAMBICAN
MUCOPOLYSACCH	MUCOPOLYSACCHARIDE
MUFF	MUFFL
MULTICELL	MULTICELLULAR
MULTICENT	MULTICENTER
MULTICHEM	MULTICHEMISTRY
MULTICRIT	MULTICRITICAL
MULTIDENT	MULTIDENTA
MULTIDISCIP	MULTIDISCIPLIN
MULTIELEM	MULTIELEMENT
MULTIFUNCT	MULTIFUNCTION
MULTIHANDICAP	MULTIHANDICAP
MULTIHORM	MULTIHORMON
MULTILAB	MULTILABORATORY
MULTILATER	MULTILATERAL
MULTILING	MULTILINGUAL
MULTILING	MULTILINGUALISM
MULTIMET	MULTIMETALLI
MULTINATL	MULTINATIONAL
MULTINUCL	MULTINUCLEAR
MULTIPH	MULTIPHASE
MULTIPROF	MULTIPROFESSIONAL
MULTIPURP	MULTIPURPOSE
MULTISENS	MULTISENSOR
MULTITARG	MULTITARGET
MULTITASK	MULTITASKING
MULTIVAR	MULTIVARIATE
MUNIC	MUNICIP
MURD	MURDER
MUSCULOSKELET	MUSCULOSKELETAL
MUS	MUSEUM
MUSIC	MUSIC
MUSTEL	MUSTELID
MUTAGEN	MUTAGEN
MUTAT	MUTATION
MUTUAL	MUTUALI
MYCEN	MYCENAEAN
MYCOBACT	MYCOBACTERIA
MYCOBACT	MYCOBACTERIAL
MYCOL	MYCOLOGY
MYCOPATHOL	MYCOPATHOLOGY
MYCOPLASM	MYCOPLASMAL
MYCOPLASMOL	MYCOPLASMOLOGY
MYOCARD	MYOCARDIAL
MYOCARDIOL	MYOCARDIOLOGY
MYOCHEM	MYOCHEMISTRY
MYRIAP	MYRIAPOD
MYXOBACT	MYXOBACTERIA
NAMEPL	NAMEPLATE
NAMIB	NAMIBI
NANOELECTRON	NANOELECTRONI
NANOENG	NANOENGINEER
NANOMATER	NANOMATER
NANOSCI	NANOSCIENC
NANOSYST	NANOSYSTEM
NANOTECHNOL	NANOTECHNOLOGY
NANOTUB	NANOTUB
NARC	NARCOTIC
NARRAT	NARRAT
NASHV	NASHVILLE
NATAL	NATALITY
NATL	NATIONAL
NATLY	NATIONALITY
NATIV	NATIV
NATRIURET	NATRIURETIC
NAT	NATURAL
NAT	NATURE
NATUREGR	NATUREGRAPHY
NATUREOPATH	NATUREOPATH
NATUR	NATURIST
NAUT	NAUTI
NAV	NAVAL
NEAREAST	NEAREAST
NEB	NEBRASKA
NEBUL	NEBUL
NECESSAR	NECESSARILY
NEGAT	NEGATIVE
NEGL	NEGLECT
NEGLIG	NEGLIG
NEGOC	NEGOCIA
NEGOT	NEGOTI
NEIGHB	NEIGHBOUR
NEMATIC	NEMATICIDE
NEONATOL	NEONATOLOGY
NEOPLAST	NEOPLASTIC
NEPAL	NEPALESE
NEPHOL	NEPHOLOGY
NEPHROL	NEPHROLOGY
NEPHROPATHOL	NEPHROPATHOLOGY
NEPHROP	NEPHROPATHY
NEPHROTOX	NEPHROTOXICIT
NEPHROUROL	NEPHROUROLOGY
NERV	NERVOUS
NETH	NETHERLANDS
NETW	NETWORK
NETW	NETWORKING
NEUROACT	NEUROACTIV
NEUROANAESTH	NEUROANAESTHES
NEUROBEHAV	NEUROBEHAVIOR
NEUROCHEM	NEUROCHEM
NEUROCHIR	NEUROCHIRURG
NEUROCYTOCHEM	NEUROCYTOCHEMISTRY
NEUROCYTOL	NEUROCYTOLOGY
NEURODEGENER	NEURODEGENERATI
NEURODEV	NEURODEVELOP
NEUROENDOCRINOL	NEUROENDOCRINOLOGY
NEUROETHOL	NEUROETHOLOGY
NEUROGASTROENTEROL	NEUROGASTROENTEROLOGY
NEUROGENET	NEUROGENETIC
NEUROIMMUNOENDOCRINOL	NEUROIMMUNOENDOCRINOLOGY
NEUROIMMUNOL	NEUROIMMUNOLOGY
NEUROMORPHOL	NEUROMORPHOLOGY
NEUROMUSCUL	NEUROMUSCULAR
NEUROMUSCULOSKEL	NEUROMUSCULOSKELETAL
NEURONUCL	NEURONUCLEAR
NEUROOPHTHALMOL	NEUROOPHTHALMOLOGY
NEUROPEPT	NEUROPEPTIDE
NEUROPHARMACOL	NEUROPHARMACOLOGY
NEUROPLAST	NEUROPLASTIC
NEUROPSYCHOPHARMACOL	NEUROPSYCHOPHARMACOLOGY
NEUROPSYCHOTHER	NEUROPSYCHOTHERAP
NEUROPTEROL	NEUROPTEROLOGY
NEURORADIOL	NEURORADIOLOGY
NEURORECEPT	NEURORECEPTOR
NEUROREGUL	NEUROREGULAT
NEUROSCI	NEUROSCIENCE
NEUROSURG	NEUROSURGERY
NEUROSURG	NEUROSURGIC
NEUROTERATOL	NEUROTERATOLOGY
NEUROTHER	NEUROTHERAP
NEUROTOL	NEUROTOLOGY
NEUROTOX	NEUROTOXICITY
NEUROTRAUMATOL	NEUROTRAUMATOLOGY
NEUROTROP	NEUROTROPIC
NEUROUROL	NEUROUROLOGY
NEUROVISC	NEUROVISCERAL
NEV	NEVADA
NB	NEW BRUNSWICK
N ENGL	NEW ENGLAND
N GUIN	NEW GUINEA
NH	NEW HAMPSHIRE
N HAV	NEW HAVEN
N HEBR	NEW HEBRIDES
NJ	NEW JERSEY
NM	NEW MEXICO
NSW	NEW SOUTH WALES
NY	NEW YORK
NZ	NEW ZEALAND
NZ	NEWZELANDESA
NEWCTLE	NEWCASTLE
NEWCOM	NEWCOM
NFLD	NEWFOUNDLAND
NEW	NEWLY
NEWMARK	NEWMARKET
NEWSSH	NEWSSHEET
NEWSAG	NEWSAGENT
NEWSBR	NEWSBRIEF
NEWSCLIPP	NEWSCLIPPING
NEWSERV	NEWSERVICE
NEWSF	NEWSFILE
NEWSH	NEWSHEET
NEWSJ	NEWSJOURNAL
NEWSL	NEWSLETTER
NEWSMAG	NEWSMAG
NEWSMAK	NEWSMAK
NEWSP	NEWSPAPER
NEWSPR	NEWSPRINT
NEWSREP	NEWSREPORT
NEWSREV	NEWSREVIEW
NEWSSH	NEWSSHEET
NEWSTR	NEWSTREND
NEWTON	NEWTONIAN
NIAGARA F	NIAGARA FALLS
NICOS	NICOSIA
NIGER	NIGERIA
NINET	NINETEEN
NITROCELLUL	NITROCELLULOS
NOMENCL	NOMENCLAT
NOMIN	NOMINEE
NONGOV	NONGOVERNEMENT
NONLEAG	NONLEAGUE
NONOFF	NONOFFICIAL
NONPERISH	NONPERISHABLE
NONPROLIF	NONPROLIFERATION
NONRESID	NONRESIDENTIAL
NONBACT	NONBACTERIAL
NONCONSERV	NONCONSERVAT
NONCONV	NONCONVENTIONAL
NONCRYST	NONCRYSTAL
NONCULT	NONCULTUR
NONDESTRUCT	NONDESTRUCT
NONDRAM	NONDRAMATIC
NONFERMENT	NONFERMENTALI
NONFICT	NONFICTION
NONFORM	NONFORMAL
NONHUM	NONHUMAN
NONION	NONIONIC
NONISOT	NONISOTOPI
NONLITHOGR	NONLITHOGRAPHY
NONMET	NONMETALLIC
NONPSYCHIATR	NONPSYCHIATRI
NONRESON	NONRESONANT
NONRESPIR	NONRESPIRAT
NONSMOK	NONSMOK
NONSTOICHIOM	NONSTOICHIOMETR
NONTRADIT	NONTRADITION
NORSEM	NORSEMAN
N AM	NORTH AMERICA
N ATL	NORTH ATLANTIC
N BRUNSW	NORTH BRUNSWICK
NC	NORTH CAROLINA
ND	NORTH DAKOTA
N MELB	NORTH MELBOURNE
N QLD	NORTH QUEENSLAND
N HOLL	NORTHHOLLAND
NORTHAMP	NORTHAMPTON
NORTHANTS	NORTHAMPTONSHIRE
NORTHEAST	NORTHEAST
NORTH	NORTHERN
NORTHL	NORTHLAND
NORTHUMBERL	NORTHUMBERLAND
NORTHUMBR	NORTHUMBRIA
N WT	NORTHWEST TERRITORIES
NORTHWEST	NORTHWESTERN
NORT	NORTON
NOR	NORWAY
NOR	NORWEGIAN
NOSOCOM	NOSOCOMIAL
NOTAR	NOTARIA
NOTEB	NOTEBOOK
NOTIF	NOTIFIABLE
NOTIF	NOTIFICA
NOTIF	NOTIFIED
NOTTM	NOTTINGHAM
NOTTS	NOTTINGHAMSHIRE
NOV	NOVEL
INTERPOLAT	NTERPOLATION
NUCL	NUCLEAR
NUCL	NUCLEI
NUCLEON	NUCLEONIC
NUCL	NUCLEUS
NUIS	NUISANCE
NUMER	NUMERI
NUMISLETT	NUMISLETTER
NURS	NURSERY
NURSERYM	NURSERYMAN
NURS	NURSING
NURTUR	NURTUR
NUTGROW	NUTGROWER
NUTMEGG	NUTMEGGER
NYASAL	NYASALAND
OAKL	OAKLAND
OAKV	OAKVILLE
OBES	OBESITY
OBIT	OBITUAR
OBLIG	OBLIGATION
OBSTR	OBSTRUCTIVE
OCCAS	OCCASION
OCCUP	OCCUPANCY
OCCUP	OCCUPATION
OCCUP	OCCUPIED
OCCUR	OCCUR
OCEAN	OCEANIA
OCEAN	OCEANIC
OCEANOGR	OCEANOGRAPHY
OCEANOL	OCEANOLOGY
OCTAG	OCTAGON
OCT	OCTOBER
OCUL	OCULIST
OCULOMOT	OCULOMOTOR
OFFER	OFFER
OFFPR	OFFPRINT
OFFSH	OFFSHOOT
OGDENSBG	OGDENSBURG
OILW	OILWELL
OKLA	OKLAHOMA
OLDS	OLDSMOBILE
OLDTIM	OLDTIM
OLFACTOM	OLFACTOMETR
OLIGOGENET	OLIGOGENETIC
OLIGOSACCH	OLIGOSACCHARIDE
OLYMP	OLYMP
ONCOFET	ONCOFETAL
ONCOG	ONCOGENES
ONCOG	ONCOGENI
ONCOL	ONCOLOGY
ONOMASIOL	ONOMASIOLOGY
ONT	ONTARIO
OPEN	OPENING
OPERANT	OPERANT
OPHTHALMOL	OPHTHALMOLOGY
OPIN	OPINION
OPPOR	OPPORTUNIT
OPPOS	OPPOSITION
OPT	OPTIC
OPTIM	OPTIMAL
OPTIMIST	OPTIMISTIC
OPTIM	OPTIMIZ
OPTOACOUST	OPTOACOUSTIC
OPTOELECTRON	OPTOELECTRON
OPTOMECH	OPTOMECHANI
OPTRON	OPTRONICS
ORCHARD	ORCHARD
ORCH	ORCHESTR
ORD	ORDINANC
ORDINOL	ORDINOLOGY
OR	OREGON
ORGANBUILD	ORGANBUILD
ORG	ORGANIC
ORG	ORGANISM
ORGAN	ORGANIZE
ORGAN	ORGANIZING
ORGANOCHLOR	ORGANOCHLORINE
ORGANOFLUOR	ORGANOFLUORINE
ORGANOG	ORGANOGEN
ORGANOMET	ORGANOMETALLIC
ORGANOSULF	ORGANOSULFER
ORGON	ORGONOMY
ORIENT	ORIENTAL
ORIENTAT	ORIENTATION
ORIENTEER	ORIENTEERING
ORIENT	ORIENTIQUE
ORIG	ORIGIN
ORNAM	ORNAMENTAL
ORNITHOL	ORNITHOLOGY
OROFAC	OROFACIAL
ORTHOD	ORTHODONT
ORTHOMOL	ORTHOMOLECULAR
ORTHONT	ORTHONTIC
ORTHOPAEDAGOG	ORTHOPAEDAGOGI
ORTHOP	ORTHOPAEDI
ORTHOP	ORTHOPED
ORTHOPSYCHIATR	ORTHOPSYCHIATRI
ORTHOPT	ORTHOPTIC
ORTHOT	ORTHOTICS
OSMOREGUL	OSMOREGUL
OSSET	OSSETIAN
OSTDTSCH	OSTDEUTSCH
OSTEOARCHAEOL	OSTEOARCHAEOL
OSTEOARTHR	OSTEOARTHRITIS
OSTEOGENES	OSTEOGENESIS
OSTEOL	OSTEOLOGY
OSTEOPATH	OSTEOPATHIC
OSTEOPOROS	OSTEOPOROSIS
OTT	OTTAWA
OUTBOARD	OUTBOARD
OUTFIT	OUTFIT
OUTL	OUTLINE
OUTS	OUTSIDE
OUTST	OUTSTANDING
OUTW	OUTWARD
OVERCROWD	OVERCROWDING
OVERL	OVERLAND
OVERL PARK	OVERLAND PARK
OVERS	OVERSIGHT
OVERT	OVERTURE
OVERV	OVERVIEW
OVERVOLT	OVERVOLTAGE
OVUL	OVULATION
OWN	OWNED
OWN	OWNER
OWNERSH	OWNERSHIP
OXF	OXFORD
OXFS	OXFORDSHIRE
OXID	OXIDANT
OXID	OXIDATION
OXID	OXIDISING
OXID	OXIDIZING
OXIDOREDUCT	OXIDOREDUCTION
OXON	OXONIENSIA
OXYG	OXYGEN
PACEMAK	PACEMAKER
PAC	PACIFIC
PACKAG	PACKAG
PACK	PACKER
PACK	PACKET
PACK	PACKING
PACKINGH	PACKINGHOUSE
PAEDAGOG	PAEDAGOGI
PAEDIATR	PAEDIATRI
PAEDOPSYCHIATR	PAEDOPSYCHIATRI
PAINT	PAINT
PAINTB	PAINTBALL
PAK	PAKISTAN
PALAEARCT	PALAEARCTIC
PALAENTHROPOL	PALAENTHROPOLOGY
PALAEOBOT	PALAEOBOTAN
PALAEOCLIM	PALAEOCLIMAT
PALAEOCLIMATOL	PALAEOCLIMATOLOGY
PALAEOECOL	PALAEOECOLOGY
PALAEOGEOGR	PALAEOGEOGRAPHY
PALAEOICHTHYOL	PALAEOICHTHYOLOGICAL
PALAEONTOGR	PALAEONTOGRAPHY
PALAEONTOL	PALAEONTOLOGY
PALAEOZ	PALAEOZOIC
PALEARCT	PALEARCTIC
PALEOBOT	PALEOBOTANI
PALEOCARPOL	PALEOCARPOLOGY
PALEOCEANOGR	PALEOCEANOGRAPHY
PALEOENVIRON	PALEOENVIRONMENT
PALEOETHNOL	PALEOETHNOLOGY
PALEOGEOGR	PALEOGEOGRAF
PALEOLIMNOL	PALEOLIMNOLOGY
PALEOPATHOL	PALEOPATHOLOGY
PALEOSURF	PALEOSURFAC
PALEOVISITOL	PALEOVISITOLOGY
PALEOZ	PALEOZOIC
PALLIAT	PALLIATIVE
PALMERST	PALMERSTON
PALMERST N	PALMERSTON NORTH
PALM	PALMETTO
PAM	PAMPHLET
PANEUR	PANEUROPEAN
PANAM	PANAMERICAN
PANCREAT	PANCREATIC
PANCREAT	PANCREATITIS
PANCREATOL	PANCREATOLOGY
PANEUR	PANEUROPEAN
PANHAND	PANHAND
PANJ	PANJABI
PANOPT	PANOPTIC
PANOR	PANORAMIC
PAP	PAPER
PAPERB	PAPERBACK
PAPERMACH	PAPERMACHIN
PAPERMAK	PAPERMAK
PNG	PAPUA NEW GUINEA
PAQUETV	PAQUETVILLE
PARACLIN	PARACLINIC
PARALLELOGR	PARALLELOGRAMME
PARAPHERN	PARAPHERNALIA
PARAPLEG	PARAPLEGIC
PARAPUB	PARAPUBLIC
PARASIT	PARASITA
PARASIT	PARASITI
PARASIT	PARASITOID
PARASITOL	PARASITOLOGY
PARATHYR	PARATHYROID
PARENT	PARENTAL
PARENTER	PARENTERAL
PARENT	PARENTHOOD
PARENT	PARENTING
PARISH	PARISHIONER
PARK	PARK
PARKW	PARKWAY
PARLEM	PARLEMENT
PARLIAM	PARLIAMENT
PARNASS	PARNASSUS
PAROL	PAROL
PARTAX	PARTAXIS
PARTIAL	PARTIAL
PART	PARTICLE
PART	PARTICUL
PARTIS	PARTISAN
PARTN	PARTNER
PARTNERSH	PARTNERSHIP
PASSAR	PASSARELLA
PASS	PASSED
PASSENG	PASSENGER
PASSER	PASSERELLA
PASSIV	PASSIV
PASSPT	PASSPORT
PASTOR	PASTOR
PASTOR	PASTORAL
PASTRYCOOK	PASTRYCOOK
PATCHW	PATCHWORK
PAT	PATENT
PAT	PATENTE
PATHFIND	PATHFIND
PATHOCHEM	PATHOCHEMISTRY
PATHOPHYSIOL	PATHOPHYSIOLOGY
PATHW	PATHWAY
PATRIOT	PATRIOT
PAWTUCK	PAWTUCKET
PAY	PAYANT
PAYM	PAYMENT
PAYR	PAYROLL
PEAC	PEACEFUL
PEACEMAK	PEACEMAKER
PEASANT	PEASANT
PEATL	PEATLAND
PEDESTR	PEDESTRIAN
PEDOD	PEDODON
PEDORTH	PEDORTHICS
PEEL	PEELING
PEEN	PEEN
PELARG	PELARGONIUM
PEMB	PEMBROKE
PEMBS	PEMBROKESHIRE
PENAL	PENAL
PENEOL	PENEOLOGY
PA	PENNSYLVANIA
PENOL	PENOLOGY
PENSION	PENSIONER
PENT	PENTANE
PENULT	PENULTIMATE
PEPSINOG	PEPSINOGEN
PERCENT	PERCENTAGE
PERCEPT	PERCEPTION
PERCEPT	PERCEPTUAL
PERENN	PERENNIAL
PERFECT	PERFECTION
PERFLUOROCHEM	PERFLUOROCHEM
PERFORM	PERFORMABILITY
PERFORM	PERFORMANCE
PERFORM	PERFORMER
PERFORM	PERFORMING
PERICARD	PERICARDIAL
PERIGLAC	PERIGLACIAL
PERINAT	PERINATAL
PERIOPER	PERIOPERAT
PERIPHER	PERIPHER
PERISC	PERISCOP
PERISH	PERISHABLE
PERIT	PERITONEAL
PERMAFR	PERMAFROST
PERM	PERMANENT
PERMEAT	PERMEATION
PERMUT	PERMUT
PERQUIS	PERQUISIT
PERS	PERSONALIST
PERSUAS	PERSUASI
PERTAIN	PERTAIN
PERTIN	PERTINENT
PETERB	PETERBOROUGH
PETERH	PETERHEAD
PETERSF	PETERSFIELD
PETITION	PETITIONER
PETROANAL	PETROANALY
PETROCHEM	PETROCHEM
PETROGL	PETROGLYPH
PETROGR	PETROGRAPHY
PETROPHYS	PETROPHYSICAL
PHAENOL	PHAENOLOGY
PHANEROZ	PHANEROZOIC
PHARM	PHARMACEUT
PHARM	PHARMACI
PHARM	PHARMACO
PHARMACOCHEM	PHARMACOCHEMISTRY
PHARMACOCINET	PHARMACOCINETI
PHARMACOEPIDEMIOL	PHARMACOEPIDEMIOL
PHARMACOGN	PHARMACOGNOS
PHARMACOKINET	PHARMACOKINETI
